territorio,fecha,IPV_central,IPV_alcista,IPV_pesimista,IPV_inf,IPV_sup
Artenara,2026-01-01,0.6203971577755412,0.6292541002873848,0.6115402152636976,0.3630191567763328,0.8799086005053877
Artenara,2026-02-01,0.48316779097425494,0.5008816759979419,0.46545390595056774,0.14190967241735722,0.8116004586446671
Artenara,2026-03-01,0.5769758089448914,0.6035466364804225,0.5504049814093609,0.1398868236453201,1.0115783737247734
Artenara,2026-04-01,0.3476646597618968,0.3830924298092712,0.3122368897145224,-0.07725817167012984,0.7697701652288348
Artenara,2026-05-01,0.2655998111248051,0.30988452368402314,0.22131509856558712,-0.18185733853852612,0.7090910490555105
Artenara,2026-06-01,0.2328030147943319,0.2859446698653935,0.17966135972327027,-0.24787838560806977,0.7199086153252845
Artenara,2026-07-01,0.2889983759486067,0.3509969735315116,0.22699977836570148,-0.23033925765619884,0.8288401282532146
Artenara,2026-08-01,0.19642989367572408,0.2672854337704729,0.12557435358097532,-0.3382153062012189,0.7208099300093742
Artenara,2026-09-01,0.42566613984641366,0.5053786224530061,0.34595365723982135,-0.23221931592688508,1.09645683304126
Artenara,2026-10-01,0.49139936788297617,0.5799687930014118,0.40282994276454015,-0.24574867999363142,1.2238393698761885
Artenara,2026-11-01,0.7529491504980363,0.850375518128316,0.655522782867757,-0.16349323913749989,1.661480553143013
Artenara,2026-12-01,0.5752575028334811,0.6815408129756041,0.46897419269135815,-0.2637774833410038,1.4239099847740586
Arucas,2026-01-01,-0.32748486146771955,-0.32574233753371,-0.3292273854017292,-0.3486484176060973,-0.3059623275377151
Arucas,2026-02-01,-0.3398415774345667,-0.33635652956654766,-0.34332662530258584,-0.3694713839476967,-0.30991462594530544
Arucas,2026-03-01,-0.3468349274522309,-0.3416073556502023,-0.35206249925425953,-0.38205939818883516,-0.31150818323487456
Arucas,2026-04-01,-0.3302323311639942,-0.323262235427956,-0.3372024269000324,-0.3741944239402056,-0.2861073352109627
Arucas,2026-05-01,-0.35848288452869437,-0.3497702648586466,-0.3671955041987422,-0.40191922377294326,-0.31539348434560094
Arucas,2026-06-01,-0.40379325638313096,-0.39333811277907366,-0.41424839998718826,-0.44424519210147173,-0.363342753770746
Arucas,2026-07-01,-0.38913802411762644,-0.37694035657955965,-0.4013356916556934,-0.43507458216932726,-0.3433479347769291
Arucas,2026-08-01,-0.3635310151665892,-0.34959082369451294,-0.3774712066386657,-0.41836098873679806,-0.3084287018116182
