territorio,fecha,IPV_central,IPV_alcista,IPV_pesimista,IPV_inf,IPV_sup
Arucas,2026-09-01,-0.3363295171331137,-0.3206468017270278,-0.3520122325391997,-0.40042871006197667,-0.27267022213980036
Arucas,2026-10-01,-0.35968262805443213,-0.3422573887143367,-0.37710786739452756,-0.42145708585448827,-0.2970427231308562
Arucas,2026-11-01,-0.33606237343520357,-0.31689461016109843,-0.35523013670930853,-0.4074589802830013,-0.2665925320806397
Arucas,2026-12-01,-0.3443391437975903,-0.32342885658947573,-0.3652494310057049,-0.41618861867558216,-0.2728107504476496
Barlovento,2026-01-01,-0.8559929317512472,-0.8549543948849059,-0.8570314686175887,-0.8672530991141333,-0.8442854569985437
Barlovento,2026-02-01,-0.8546481214160276,-0.8525710476833446,-0.8567251951487105,-0.8716895124106139,-0.8383449133394401
Barlovento,2026-03-01,-0.847622583642355,-0.8445069730433306,-0.8507381942413793,-0.8693771231625895,-0.8254259787079459
Barlovento,2026-04-01,-0.8799013491823074,-0.8757472017169415,-0.8840554966476732,-0.8950297112269572,-0.8644488951971349
Barlovento,2026-05-01,-0.8875832519013712,-0.882390567569664,-0.8927759362330787,-0.9030699996237924,-0.8721574921003884
Barlovento,2026-06-01,-0.9027771715431848,-0.8965459503451361,-0.9090083927412337,-0.9139120418689143,-0.8918939970829094
Barlovento,2026-07-01,-0.8654956181642587,-0.8582258600998685,-0.8727653762286489,-0.8924492132484148,-0.8393911679743964
Barlovento,2026-08-01,-0.8458943618767112,-0.8375860669459795,-0.8542026568074429,-0.8827391688265268,-0.8081585261842652
Barlovento,2026-09-01,-0.876680455362086,-0.8673336235650126,-0.8860272871591591,-0.9019550861909345,-0.8511927929441544
Barlovento,2026-10-01,-0.8832333842071479,-0.8728480155437333,-0.8936187528705624,-0.9088397414108843,-0.8559800461979844
Barlovento,2026-11-01,-0.8555183993121304,-0.8440944937823741,-0.8669423048418863,-0.898139588632089,-0.8136338961450432
Barlovento,2026-12-01,-0.875138899474735,-0.8626764570786375,-0.8876013418708326,-0.9077277448741959,-0.8420745750129943
Betancuria,2026-01-01,-0.9133930305001726,-0.9130359493121768,-0.9137501116881682,-0.9199038621670882,-0.9068991695733889
Betancuria,2026-02-01,-0.9162379040024077,-0.9155237416264163,-0.916952066378399,-0.9243521975622531,-0.9077192708313386
Betancuria,2026-03-01,-0.9194334128676801,-0.9183621693036931,-0.9205046564316669,-0.9295273926941233,-0.9096183017615352
Betancuria,2026-04-01,-0.921773267461974,-0.9203449427099915,-0.9232015922139566,-0.9320708393765923,-0.9111412545924962
Betancuria,2026-05-01,-0.9267479866102192,-0.924962580670241,-0.9285333925501974,-0.9366587023177434,-0.9167781612405196
Betancuria,2026-06-01,-0.9290568689947162,-0.9269143818667425,-0.9311993561226902,-0.9393772181644968,-0.9183135822893682
Betancuria,2026-07-01,-0.917588588813432,-0.9150890204974625,-0.9200881571294015,-0.9332040634661976,-0.9014937427618027
Betancuria,2026-08-01,-0.904584078879802,-0.9017274293758368,-0.9074407283837672,-0.9278685982839668,-0.8827739696416156
Betancuria,2026-09-01,-0.9101046441270427,-0.9068909134350817,-0.9133183748190035,-0.9314139322922783,-0.8891925980319424
Betancuria,2026-10-01,-0.9003986283708406,-0.8968278164908841,-0.9039694402507971,-0.9278276158445999,-0.8734957261731402
Betancuria,2026-11-01,-0.9090183156781831,-0.905090422610231,-0.9129462087461352,-0.9334047691180863,-0.8846106564801435
Betancuria,2026-12-01,-0.9060452009699497,-0.9017602267140017,-0.9103301752258973,-0.9331404699754298,-0.8792182691466569
Breña Alta,2026-01-01,-0.7698670614326537,-0.7687284698932236,-0.7710056529720838,-0.7789732169344573,-0.7605840245979727
Breña Alta,2026-02-01,-0.76765826907853,-0.7653810859996698,-0.7699354521573902,-0.7810002779446908,-0.7544838563269441
Breña Alta,2026-03-01,-0.7598312872260882,-0.7564155126077979,-0.7632470618443784,-0.7771095119918483,-0.7422707022687123
Breña Alta,2026-04-01,-0.7729887214780807,-0.7684343553203603,-0.777543087635801,-0.7914624783872184,-0.755158269495025
Breña Alta,2026-05-01,-0.7845293857682105,-0.7788364280710601,-0.7902223434653611,-0.8032566581575117,-0.7659237805823021
Breña Alta,2026-06-01,-0.7891627658715772,-0.7823312166349965,-0.7959943151081577,-0.8089594214622454,-0.7694852283469432
Breña Alta,2026-07-01,-0.7572574523009837,-0.7492873115249732,-0.7652275930769944,-0.7844602468513021,-0.7300365029096367
Breña Alta,2026-08-01,-0.75767289339552,-0.7485641610800793,-0.7667816257109608,-0.786834874389669,-0.7290707467013494
Breña Alta,2026-09-01,-0.779546972708371,-0.7692996488535002,-0.7897942965632418,-0.8046716725171954,-0.7531628178619355
Breña Alta,2026-10-01,-0.7921407825169767,-0.780754867122676,-0.8035266979112777,-0.8176396734760589,-0.7674003052450215
Breña Alta,2026-11-01,-0.7711713805328623,-0.7586468735991314,-0.7836958874665932,-0.8023679957068418,-0.7408550527833243
Breña Alta,2026-12-01,-0.785726198838485,-0.7720631003653239,-0.7993892973116462,-0.8148792621271325,-0.7570741795000087
Breña Baja,2026-01-01,0.33267172097655073,0.342418817467715,0.3229246244853864,0.20594825918937787,0.45861606245582115
Breña Baja,2026-02-01,0.23888739022788535,0.25838158321021376,0.2193931972455569,0.07335125907838198,0.3994243991204351
Breña Baja,2026-03-01,0.3021685183487544,0.3314098078222471,0.27292722887526166,0.08470406954538816,0.512110676159626
Breña Baja,2026-04-01,0.1900969995529301,0.2290853855175871,0.15110861358827313,-0.016482636861355458,0.39838724485059845
Breña Baja,2026-05-01,0.02420986124001153,0.07294534369583269,-0.024525621215809708,-0.1717529572902805,0.21259977845261663
Breña Baja,2026-06-01,0.04690444329041304,0.10538702223739851,-0.011578135656572319,-0.1712805714102835,0.2658504974902507
Breña Baja,2026-07-01,0.013534848305547681,0.08176452374369733,-0.05469482713260194,-0.22828078330500648,0.2467929548404747
Breña Baja,2026-08-01,0.2545690437391393,0.3325458156684532,0.17659227180982542,-0.07237412931199161,0.5876175477901301
Breña Baja,2026-09-01,0.27642315779247173,0.3641470262129501,0.18869928937199362,-0.09692817985768863,0.6392786987833198
Breña Baja,2026-10-01,0.2705038705787612,0.36797483549040355,0.17303290566711882,-0.10870994950996367,0.6466003936160523
Breña Baja,2026-11-01,0.3403610613443821,0.44757912274718864,0.2331429999415754,-0.08463998844604506,0.7683023735330263
Breña Baja,2026-12-01,0.3337407225456101,0.4507058804395809,0.21677556465163927,-0.10213742851167792,0.7862917828617075
Buenavista del Norte,2026-01-01,-0.08514721342424544,-0.07493542121122462,-0.0953590056372664,-0.2134168552901997,0.037323152165401496
Buenavista del Norte,2026-02-01,0.0024209056261359713,0.022844490052177695,-0.018002678799905865,-0.19781148260905423,0.19989149658014632
Buenavista del Norte,2026-03-01,0.04227592290038753,0.07291129953945027,0.011640546261325014,-0.20652891757288758,0.29087395394373755
Buenavista del Norte,2026-04-01,-0.04487236607580098,-0.004025197223717475,-0.08571953492788445,-0.3103235430118013,0.2252020354466139
Buenavista del Norte,2026-05-01,-0.05321925110687293,-0.002160290041768493,-0.10427821217197739,-0.33937550094531505,0.24576792365202563
Buenavista del Norte,2026-06-01,-0.16180887095794022,-0.10053811767981477,-0.22307962423606553,-0.44492780648435526,0.10450194283770199
Buenavista del Norte,2026-07-01,-0.09553624571361702,-0.024053700222470754,-0.16701879120476315,-0.42156336065655226,0.23213373006828367
Buenavista del Norte,2026-08-01,0.1337995807917423,0.21549391849590938,0.05210524308757527,-0.30002962475797806,0.5841536289099968
Buenavista del Norte,2026-09-01,0.004084108155792154,0.09599023807298024,-0.08782202176139581,-0.40893182175650333,0.4274953302361146
Buenavista del Norte,2026-10-01,-0.02388098416149901,0.07823693796870981,-0.12599890629170793,-0.4383572327233095,0.3962379496943192
Buenavista del Norte,2026-11-01,-0.11527867255968552,-0.00294895821645575,-0.22760838690291527,-0.5178109441708958,0.27732430165211036
Buenavista del Norte,2026-12-01,-0.1799599098664813,-0.05741840331023055,-0.30250141642273204,-0.5643737235751943,0.21072044777858903
Candelaria,2026-01-01,-0.22773821030901767,-0.22490891766094642,-0.2305675029570889,-0.2617554435705784,-0.19315358904756255
Candelaria,2026-02-01,-0.20229788515973166,-0.19663929986358922,-0.2079564704558742,-0.2538492498095978,-0.15071361405528946
Candelaria,2026-03-01,-0.1815742671514464,-0.17308638920723257,-0.1900621450956601,-0.2501431192679383,-0.11665185280368609
Candelaria,2026-04-01,-0.1997692953836885,-0.18845212479140347,-0.21108646597597347,-0.27368592369450834,-0.1278027452509508
Candelaria,2026-05-01,-0.21686454611354516,-0.20271808287318893,-0.23101100935390154,-0.2988643288000521,-0.13690901615434198
Candelaria,2026-06-01,-0.24414723988659523,-0.22717148399816772,-0.2611229957750228,-0.3251242474059041,-0.1630114833426099
Candelaria,2026-07-01,-0.20502487537767353,-0.18521982684117483,-0.22482992391417234,-0.3008531133660096,-0.11375899678262007
Candelaria,2026-08-01,-0.14570580647144663,-0.12307146528687661,-0.16834014765601665,-0.25881902537814266,-0.03297505865708569
Candelaria,2026-09-01,-0.16485788371408114,-0.13939424988143986,-0.19032151754672239,-0.2772722345256862,-0.05175652431907775
Candelaria,2026-10-01,-0.18149639640321785,-0.1532034699225054,-0.2097893228839304,-0.2968348620784801,-0.060186037416941895
Candelaria,2026-11-01,-0.2289955866993971,-0.1978733675706134,-0.26011780582818084,-0.34294541494802727,-0.11349931420777246
Candelaria,2026-12-01,-0.23026021029056007,-0.19630869851370503,-0.264211722067415,-0.34353112844762546,-0.11373550199751033
El Paso,2026-01-01,-0.7693489344461768,-0.7685102119000963,-0.7701876569922571,-0.7823486860131025,-0.7564905630572318
El Paso,2026-02-01,-0.7886078899160097,-0.7869304448238488,-0.7902853350081707,-0.8029913261949644,-0.7740718935671393
El Paso,2026-03-01,-0.774010599297139,-0.7714944316588975,-0.7765267669353804,-0.7946283476689672,-0.7531883217611921
El Paso,2026-04-01,-0.7900417277503035,-0.7866868375659816,-0.7933966179346253,-0.8086730227228941,-0.7712928044995673
El Paso,2026-05-01,-0.806549409644017,-0.8023557969136146,-0.8107430223744193,-0.8230788363695059,-0.7897350278204969
El Paso,2026-06-01,-0.8167341436479035,-0.8117018083714206,-0.8217664789243863,-0.8337673319826326,-0.799742145603959
El Paso,2026-07-01,-0.7932430153259921,-0.7873719575034287,-0.7991140731485553,-0.818210279070748,-0.7689477232994067
El Paso,2026-08-01,-0.7862163230917656,-0.7795065427231218,-0.7929261034604093,-0.8160737522925879,-0.7571935715638507
El Paso,2026-09-01,-0.8017687332994394,-0.7942202303847152,-0.8093172362141635,-0.8281577944910403,-0.7757583677031047
El Paso,2026-10-01,-0.819049899258597,-0.8106626737977923,-0.8274371247194016,-0.8412423770952911,-0.7978681245605871
El Paso,2026-11-01,-0.783033059570582,-0.7738071115636967,-0.792259007577467,-0.8214322521239913,-0.7450668587040158
El Paso,2026-12-01,-0.7987141364498804,-0.7886494658969148,-0.8087788070028462,-0.8304091049708668,-0.7670758369593337
El Pinar de El Hierro,2026-01-01,-0.8219530306210684,-0.820945276463254,-0.8229607847788828,-0.8366080688627551,-0.8065954956517717
El Pinar de El Hierro,2026-02-01,-0.8468713791369618,-0.8448558708213328,-0.8488868874525906,-0.862746642456767,-0.8308291835014726
El Pinar de El Hierro,2026-03-01,-0.8334270443852246,-0.8304037819117814,-0.836450306858668,-0.856219148363883,-0.8100868183928999
El Pinar de El Hierro,2026-04-01,-0.8305088104431781,-0.8264777938119205,-0.8345398270744359,-0.8576019940687871,-0.8040177879883078
El Pinar de El Hierro,2026-05-01,-0.8412283561854973,-0.8361895853964253,-0.8462671269745694,-0.8674755361602369,-0.8141724464127654
El Pinar de El Hierro,2026-06-01,-0.8450408193610045,-0.8389942944141179,-0.8510873443078909,-0.8723734983954305,-0.8175999331954739
El Pinar de El Hierro,2026-07-01,-0.8035216707125796,-0.7964673916078787,-0.8105759498172806,-0.8488105989332393,-0.7567281527303293
El Pinar de El Hierro,2026-08-01,-0.7817650309446617,-0.7737029976821462,-0.7898270642071772,-0.8407633818086022,-0.7237868058117993
El Pinar de El Hierro,2026-09-01,-0.8048279853133923,-0.7957581978930627,-0.8138977727337221,-0.8532600545187091,-0.7541174100927585
El Pinar de El Hierro,2026-10-01,-0.8009308442036385,-0.7908533026254944,-0.8110083857817827,-0.8581579416691641,-0.7444929174852142
El Pinar de El Hierro,2026-11-01,-0.8139956690691247,-0.8029103733331662,-0.8250809648050833,-0.8680572277937134,-0.7606198962142932
El Pinar de El Hierro,2026-12-01,-0.815811456174314,-0.803718406280541,-0.8279045060680871,-0.8712295155052164,-0.7629548892415315
El Rosario,2026-01-01,-0.23962019982871252,-0.23601344200247829,-0.24322695765494684,-0.2850882843495388,-0.19618839250495243
El Rosario,2026-02-01,-0.20571188401909218,-0.19849836836662363,-0.2129253996715607,-0.2722143738358791,-0.14008206836223963
El Rosario,2026-03-01,-0.1878977776362824,-0.1770775041575796,-0.1987180511149852,-0.2740300875806693,-0.10511076738631812
El Rosario,2026-04-01,-0.21002604082120846,-0.1955990095162714,-0.2244530721261456,-0.3054921676057923,-0.11608769438510555
El Rosario,2026-05-01,-0.2255417580868619,-0.2075079689556906,-0.24357554721803326,-0.325621652297813,-0.12267049532800497
El Rosario,2026-06-01,-0.2577599717741488,-0.23611942481674308,-0.2794005187315544,-0.3605537867565722,-0.15374986456422776
El Rosario,2026-07-01,-0.23371764068382112,-0.20847033590018116,-0.258964945467461,-0.3507646541187321,-0.11648277545152731
El Rosario,2026-08-01,-0.14079665873442154,-0.11194259612454731,-0.16965072134429568,-0.2935874303716624,0.008638436064605305
El Rosario,2026-09-01,-0.18536836479234742,-0.152907544356239,-0.2178291852284559,-0.32519726026693535,-0.04061415921377203
El Rosario,2026-10-01,-0.2115050400995495,-0.17543746183720677,-0.2475726183618922,-0.3610301532727959,-0.06597858347403589
El Rosario,2026-11-01,-0.252767305818488,-0.21309296972991099,-0.292441641907065,-0.39935878217559373,-0.1154948252202009
El Rosario,2026-12-01,-0.25794441749197733,-0.2146633235771661,-0.30122551140678866,-0.3982222988872333,-0.11111850002150103
El Sauzal,2026-01-01,-0.034768019295331194,-0.02727858357742529,-0.0422574550132371,-0.10981269985623697,0.03898830192862525
El Sauzal,2026-02-01,0.013335971449861423,0.0283148428856732,-0.001642899985950303,-0.09926188709162878,0.12373117942910325
El Sauzal,2026-03-01,-0.01151357429559186,0.010954732858125838,-0.033981881449309546,-0.15146980904193227,0.1324903693030966
El Sauzal,2026-04-01,-0.056371496065354125,-0.026413753193730592,-0.08632923893697776,-0.20683546696688054,0.08792671803161757
El Sauzal,2026-05-01,-0.06667498850256029,-0.029227809913030874,-0.10412216709208974,-0.2266634709647209,0.09996532902697643
El Sauzal,2026-06-01,-0.1383645286167834,-0.09342791430934796,-0.18330114292421873,-0.30141365098036094,0.021272506597515246
El Sauzal,2026-07-01,-0.0755978287011943,-0.023171778675852996,-0.12802387872653553,-0.26108211461928144,0.11935864698185622
El Sauzal,2026-08-01,0.08038911239478685,0.14030459813803395,0.0204736266515397,-0.17427676812121387,0.33491447107839906
El Sauzal,2026-09-01,0.005871858700840665,0.07327678016199368,-0.06153306276031229,-0.2338001215011188,0.24578508736661375
El Sauzal,2026-10-01,-0.037620782972652735,0.03727357420640614,-0.11251514015171171,-0.27612180598586816,0.20694146528059804
El Sauzal,2026-11-01,-0.10263090020468238,-0.020247107307717553,-0.1850146931016472,-0.32916084518533334,0.12820260898316493
El Sauzal,2026-12-01,-0.15801025237360306,-0.06813702375873228,-0.24788348098847368,-0.3796769355147964,0.06971246665420246
El Tanque,2026-01-01,0.5281308927547393,0.5456826064073551,0.5105791791021234,0.32213106785302165,0.7374723900325291
El Tanque,2026-02-01,0.6851806275441694,0.7202840548494012,0.6500772002389377,0.3538448983801583,1.0070969769807312
El Tanque,2026-03-01,0.7449090253646303,0.7975641663224783,0.6922538844067829,0.331607889247969,1.1625333226322374
El Tanque,2026-04-01,0.5937185784796997,0.6639254330901633,0.5235117238692361,0.1470259997953273,1.0430167632711602
El Tanque,2026-05-01,0.582242198084302,0.6700007663473814,0.4944836298212226,0.08031064542808297,1.076940774147726
El Tanque,2026-06-01,0.39183451333941455,0.49714479525510985,0.2865242314237192,-0.07448320984260658,0.853815225290084
El Tanque,2026-07-01,0.5002965088283552,0.6231585043966663,0.3774345132600438,-0.050171324354303756,1.0474222290702697
El Tanque,2026-08-01,0.9023681694852579,1.0427818787061853,0.7619544602643309,0.15943208022333955,1.642428036941596
El Tanque,2026-09-01,0.6744351672066591,0.832400590080202,0.5164697443331159,-0.05475810168526215,1.3757555652546807
El Tanque,2026-10-01,0.6199781190869161,0.795495255613075,0.44446098256075733,-0.08307225906420716,1.3533532525207517
El Tanque,2026-11-01,0.4589147153275885,0.6519835655063632,0.2658458651488136,-0.19777550189210796,1.1528453618007508
El Tanque,2026-12-01,0.3527508994848965,0.5633714633162871,0.14213033565350588,-0.28438603275026747,1.0177323494302024
Fasnia,2026-01-01,0.3112964480495583,0.32766557539706054,0.2949273207020564,0.11977270565252456,0.49854212778163065
Fasnia,2026-02-01,0.44630144087719886,0.4790396955722032,0.4135631861821944,0.1528859342927836,0.7474272607693945
Fasnia,2026-03-01,0.5009372128830644,0.5500445949255708,0.451829830840558,0.12194913681284948,0.8754414869300877
Fasnia,2026-04-01,0.372805992166445,0.4382825015564538,0.3073294827764366,-0.02893726617658511,0.7724661208637789
Fasnia,2026-05-01,0.35720775078366246,0.43905338752117334,0.275362114046152,-0.0780634935849339,0.8208812717423226
Fasnia,2026-06-01,0.18553811051657795,0.2837528746015908,0.08732334643156497,-0.2259438930884502,0.5992326169166521
Fasnia,2026-07-01,0.28445015842779586,0.3990340498603107,0.1698662669952808,-0.1950726905131545,0.7637145655991452
Fasnia,2026-08-01,0.6265406889001334,0.7574937076801507,0.49558767012011645,-0.037720559887579934,1.2766625741069502
Fasnia,2026-09-01,0.4307595873448446,0.5780817334723638,0.2834374412173254,-0.19401179893621437,1.0661776775935292
Fasnia,2026-10-01,0.38998948254821847,0.5536807560232399,0.22629820907319703,-0.25330554173867403,1.0159810375440146
Fasnia,2026-11-01,0.260498495431458,0.44055889625398154,0.08043809460893445,-0.34103455917536313,0.8571325775946504
Fasnia,2026-12-01,0.16790170761318704,0.36433123578321275,-0.028527820556838508,-0.40098793898663926,0.7422983593337811
Firgas,2026-01-01,-0.4211182709200986,-0.418094643998514,-0.42414189784168316,-0.46090123100155905,-0.38120398315472154
Firgas,2026-02-01,-0.4333821091994877,-0.4273348553563185,-0.43942936304265684,-0.48671630527710175,-0.37847221094002537
Firgas,2026-03-01,-0.43871008107533355,-0.4296392003105797,-0.44778096184008737,-0.5045229982619297,-0.37106930859521925
Firgas,2026-04-01,-0.4556931308933337,-0.44359862320699533,-0.46778763857967204,-0.5270207371299025,-0.38324066862234396
Firgas,2026-05-01,-0.48634551621394345,-0.4712273816060205,-0.5014636508218663,-0.5572739116963289,-0.41236263050375954
Firgas,2026-06-01,-0.5690474009911687,-0.5509056394616612,-0.5871891625206762,-0.6395016544661115,-0.4981035857441252
Firgas,2026-07-01,-0.5523518471030332,-0.5311864586519411,-0.5735172355541254,-0.6321886739200614,-0.4699527335761086
Firgas,2026-08-01,-0.5572572729788743,-0.5330682576061976,-0.581446288351551,-0.6388950520138826,-0.4729415761019558
Firgas,2026-09-01,-0.47932207430142476,-0.4521094320071634,-0.5065347165956862,-0.5844446422044215,-0.37311258572969547
Firgas,2026-10-01,-0.5042260807098486,-0.4739898114940028,-0.5344623499256946,-0.6179359191950808,-0.3928798748224404
Firgas,2026-11-01,-0.4336399559510256,-0.40038005981359526,-0.46689985208845614,-0.569938940618714,-0.29657910345544364
Firgas,2026-12-01,-0.4763741050817006,-0.44009058202268564,-0.5126576281407157,-0.6029071659553082,-0.3449495359416718
Frontera,2026-01-01,-0.801904498142967,-0.8007409402564928,-0.8030680560294411,-0.8136023552017538,-0.7904525913260761
Frontera,2026-02-01,-0.8086651605289629,-0.8063380447560143,-0.8109922763019112,-0.824415772377595,-0.7933611409511736
Frontera,2026-03-01,-0.8060854222266484,-0.8025947485672257,-0.8095760958860708,-0.825755926790736,-0.7860254165066063
Frontera,2026-04-01,-0.789728105540123,-0.7850738739942261,-0.7943823370860197,-0.815330966318825,-0.7633441991484619
Frontera,2026-05-01,-0.7945555135022472,-0.7887377240698762,-0.8003733029346182,-0.821033538737402,-0.7675089490880062
Frontera,2026-06-01,-0.7911925270148457,-0.7842111796960003,-0.7981738743336908,-0.8225105670702236,-0.7598438774691211
Frontera,2026-07-01,-0.7652767726645516,-0.7571318674592323,-0.7734216778698713,-0.8093719417488788,-0.72063534712407
Frontera,2026-08-01,-0.736279668427846,-0.7269712053360523,-0.7455881315196395,-0.7960500574551634,-0.6771882711533159
Frontera,2026-09-01,-0.7799626768552844,-0.7694906558770166,-0.7904346978335521,-0.8241358193074005,-0.7363962505495502
Frontera,2026-10-01,-0.7883093544082616,-0.7766737755435197,-0.7999449332730036,-0.8310509755686213,-0.746136014711329
Frontera,2026-11-01,-0.7952638373029726,-0.7824647005517564,-0.8080629740541889,-0.8408826167509967,-0.7504565698989808
Frontera,2026-12-01,-0.8031544213435673,-0.7891917267058769,-0.8171171159812577,-0.8477755142782861,-0.7557844631642395
Fuencaliente de La Palma,2026-01-01,0.19798133357906958,0.20879471669558472,0.18716795046255416,0.013949046116615963,0.378937493980794
Fuencaliente de La Palma,2026-02-01,0.002542721596545527,0.02416948782957628,-0.019084044636485144,-0.20860665449705315,0.21813088350120757
Fuencaliente de La Palma,2026-03-01,0.15321553273092173,0.18565568208046793,0.12077538338137567,-0.14309915981319252,0.4594624832233522
Fuencaliente de La Palma,2026-04-01,0.07830053033664894,0.12155406280271044,0.03504699787058776,-0.24328599595881586,0.38889466504658765
Fuencaliente de La Palma,2026-05-01,-0.35583752169666544,-0.3017706061140884,-0.4099044372792422,-0.5519050304172203,-0.15864505434720855
Fuencaliente de La Palma,2026-06-01,-0.15776512832044848,-0.09288482962135627,-0.22264542701954076,-0.45463627016673525,0.14751269743687168
Fuencaliente de La Palma,2026-07-01,0.11012570529973173,0.18581938711533927,0.0344320234841241,-0.3303645430464371,0.5411905476596235
Fuencaliente de La Palma,2026-08-01,0.16125385634903552,0.24776092128115842,0.07474679141691268,-0.3405294263344135,0.6646171113033713
Fuencaliente de La Palma,2026-09-01,0.005957318503505998,0.10327776655214446,-0.09136312954513212,-0.43348690042800914,0.45554666360196794
Fuencaliente de La Palma,2026-10-01,-0.040240065760898204,0.06789376540425568,-0.1483738969260519,-0.4919116240567675,0.3888715127867618
Fuencaliente de La Palma,2026-11-01,0.11182373926302294,0.23077095354469204,-0.007123475018646164,-0.4255210658607777,0.655626025494293
Fuencaliente de La Palma,2026-12-01,0.13518440936570295,0.2649450067638873,0.0054238119675185876,-0.4684255945322252,0.7154503790391051
Garachico,2026-01-01,0.1504472400600437,0.1608895763362569,0.1400049037838308,0.028446992252277925,0.2761682391384345
Garachico,2026-02-01,0.24801967567355238,0.26890434822597825,0.2271350031211263,0.05646654354563259,0.437250237356856
Garachico,2026-03-01,0.29794206193237954,0.3292690707610185,0.26661505310374034,0.04538593540189422,0.5503801626391459
Garachico,2026-04-01,0.20088159278557427,0.24265093789042635,0.15911224768072224,-0.06509222604869638,0.47236717620529767
Garachico,2026-05-01,0.1835863809383762,0.23579806231944142,0.13137469955731104,-0.10849551611432916,0.4715597960777404
Garachico,2026-06-01,0.07799284199282377,0.14064685965010193,0.015338824335545504,-0.2040581897817944,0.36850230475193996
Garachico,2026-07-01,0.18414631543260832,0.25724266936609963,0.11104996149911708,-0.14426982875344682,0.5185206405642905
Garachico,2026-08-01,0.4209443891967137,0.504483079406418,0.3374056989870095,-0.03894514415172705,0.867115462509143
Garachico,2026-09-01,0.31006188924235495,0.40404291572827217,0.21608086275643748,-0.10822901609905156,0.734313546685949
Garachico,2026-10-01,0.2578014514861566,0.36222481424828706,0.15337808872402625,-0.16728253021548414,0.6862488710063984
Garachico,2026-11-01,0.1524781941175767,0.2673438931559202,0.0376124950792333,-0.250002846461708,0.5628578344075565
Garachico,2026-12-01,0.10612861366415569,0.23143664897871213,-0.019179421650400964,-0.27968961993569375,0.513209897805431
Garafía,2026-01-01,-0.8496428081727988,-0.8486371314212455,-0.8506484849243521,-0.8638332735012306,-0.8358739264082959
Garafía,2026-02-01,-0.8514777841076614,-0.8494664306045551,-0.853489137610768,-0.8708171554908768,-0.8313913607202761
Garafía,2026-03-01,-0.8482497007515344,-0.8452326704968746,-0.8512667310061942,-0.8732865640356869,-0.8225998223130871
Garafía,2026-04-01,-0.8775949559787336,-0.8735722489725205,-0.8816176629849467,-0.8968518154845911,-0.8583757714623683
Garafía,2026-05-01,-0.883277640273563,-0.8782492565157968,-0.8883060240313293,-0.9031631015518109,-0.8629998770127933
Garafía,2026-06-01,-0.9021245923528834,-0.8960905318435639,-0.908158652862203,-0.9169680043233752,-0.8878039018314361
Garafía,2026-07-01,-0.8626609367586774,-0.8556211994978046,-0.8697006740195502,-0.893979643978641,-0.8307577814871685
Garafía,2026-08-01,-0.844778749785021,-0.8367333357725949,-0.852824163797447,-0.8872879341351234,-0.8024704201852253
